"","id","rand_survey_id","year","post","attrited","fec","livelihoods_Z","income_Z_t","assets_Z_t","durableLoan_t","resilience","cons_Z","consAtt","consKnow","susFarm","hwc","farmIncome_t","cocoaIncome_t","offFarmIncome_t","upSize_t","wetSize_t","plntSize_t","health","lab_index","inc_farm_wage_t","inc_ntfp_t","cocoaHarvest_t","totalIncome_t","consumptionExp_t","irregularExp_t","livelihoods_Z_panel","income_Z_t_panel","assets_Z_t_panel","durableLoan_t_panel","resilience_panel","cons_Z_panel","consAtt_panel","consKnow_panel","susFarm_panel","hwc_panel","farmIncome_t_panel","cocoaIncome_t_panel","offFarmIncome_t_panel","upSize_t_panel","wetSize_t_panel","plntSize_t_panel","health_panel","lab_index_panel","inc_farm_wage_t_panel","inc_ntfp_t_panel","cocoaHarvest_t_panel","totalIncome_t_panel","consumptionExp_t_panel","irregularExp_t_panel","durableLoan_t_us","resilience_us","consAtt_us","consKnow_us","susFarm_us","hwc_us","farmIncome_t_us","cocoaIncome_t_us","cocoaHarvest_t_us","offFarmIncome_t_us","upSize_t_us","wetSize_t_us","plntSize_t_us","health_us","lab_index_us","inc_farm_wage_t_us","inc_ntfp_t_us","totalIncome_t_us","consumptionExp_t_us","irregularExp_t_us"
"11",310,956,2019,1,0,0,-0.262116693870575,-0.100332002755871,-1.06266439818301,-0.196100856448942,NA,0.965946074381807,1.08279182377349,-0.271619482210294,-0.417403031717768,1.36463410326984,-1.1149120854874,-0.584290159048228,1.22820532656771,-0.171852444979805,-0.999511619950297,-1.80645937722111,-1.06902191070698,0.835406853113396,-0.597046812332701,-0.385711013417232,-0.525024192962945,8.93590354358744,6.16542226773232,6.80239599788993,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,20,3,0,-1,0,0,0,8.93590354358744,1.44363547517881,0,0,1,2,0,0,8.93590354358744,6.16542226773232,6.80239599788993
"12",403,956,2014,0,0,0,-0.296747640469105,-0.538765869780309,-0.735899890809721,-0.196100856448942,0.68224903063326,0.794782756662269,0.721487194493633,-0.271619482210294,-0.417403031717768,1.36463410326984,1.10604923276677,-0.584290159048228,0.0370337761601341,0.210888064687927,0.0464532989793187,-1.80645937722111,0.159790643495148,1.85534132438437,1.66049018039061,-0.385711013417232,-0.525024192962945,7.64012340383434,5.79302290331701,6.79122272519066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,3,0,-1,7.43838387606489,0,0,5.94017817785625,1.81844645923207,0.881373587019543,0,7,3,4.94169343911329,0,7.64012340383434,5.79302290331701,6.79122272519066
"13",403,956,2019,1,0,0,0.106808633519826,-0.54607319389619,0.280973605227157,-0.196100856448942,0.68224903063326,-0.590715920424876,0.360182565213773,-0.271619482210294,-0.417403031717768,-0.610568248267122,0.947613827017617,-0.584290159048228,0.532158610505186,-0.746009582301698,0.0464532989793187,-1.80645937722111,-0.249813541238894,1.34537408874888,2.64194656169166,-0.385711013417232,-0.525024192962945,7.74932265045103,5.76833076127572,6.68461329016427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,3,0,-3,6.90775627898064,0,0,7.18538758950095,0.881373587019543,0.881373587019543,0,5,2.5,7.09007753021981,0,7.74932265045103,5.76833076127572,6.68461329016427
"14",448,956,2014,0,0,0,-0.281964751663331,0.157779619431435,1.14058066095445,-0.196100856448942,-1.4592548710767,0.0164517592589273,0.360182565213773,-0.271619482210294,-0.417403031717768,0.377032927501357,1.34621972196604,2.14653862087801,0.769872640766443,0.492998856086502,-0.999511619950297,0.0598497771408395,1.18380110533025,0.835406853113396,-0.597046812332701,-0.385711013417232,2.55641538701968,8.73230459704775,4.91270894709587,7.67786371501285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,18,3,0,-2,8.24275641496655,7.9010071891666,6.39693243298235,7.7832241899471,2.0947125472611,0,2.0947125472611,12,2,0,0,8.73230459704775,4.91270894709587,7.67786371501285
"15",448,956,2019,1,0,0,0.0180939352118616,0.0628539343370257,-0.591632241788719,-0.196100856448942,0.68224903063326,-0.916850420533114,-2.89155909830497,-0.271619482210294,-0.417403031717768,1.36463410326984,1.15457429528766,1.80324084803927,1.14519198425882,-0.425989860584718,-0.999511619950297,-1.80645937722111,-0.249813541238894,0.835406853113396,-0.597046812332701,-0.385711013417232,-0.525024192962945,9.00797937483336,6.07304984315367,7.17012013516508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,3,0,-1,7.60090270954199,6.90775627898064,0,8.72712994152836,1.19476321728711,0,0,5,2,0,0,9.00797937483336,6.07304984315367,7.17012013516508
"16",495,956,2014,0,0,0,0.144315919978499,-0.194613955810442,-0.000858455360356268,-0.196100856448942,0.68224903063326,0.899484778713837,0.721487194493633,NA,-0.417403031717768,1.36463410326984,0.823549128838286,-0.584290159048228,-0.0569583515871637,0.715330871190922,0.713714286745543,0.253835172910763,-0.0450114488718728,1.17538501020372,-0.597046812332701,-0.385711013417232,-0.525024192962945,6.86693436952956,6.25383250977981,7.77064541216328,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,NA,0,-1,6.49224213069668,0,0,5.70379358558213,2.31243834127275,1.44363547517881,2.31243834127275,6,2.33333333333333,0,0,6.86693436952956,6.25383250977981,7.77064541216328
"17",495,956,2019,1,0,0,0.165886769769274,-0.184858218120422,0.0978640071434852,-0.196100856448942,NA,-0.839364829338764,-1.44634058118553,-0.271619482210294,-0.417403031717768,0.377032927501357,1.12967813095531,1.96568820982354,0.218650115380541,-1.64602956638948,0.0464532989793187,0.0598497771408395,-0.659417725972936,0.835406853113396,-0.597046812332701,-0.385711013417232,-0.525024192962945,7.79975348625281,6.49224213069668,7.60090270954199,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,13,3,0,-2,7.51752114597152,7.37775929885264,0,6.39693243298235,0,0.881373587019543,2.0947125472611,3,2,0,0,7.79975348625281,6.49224213069668,7.60090270954199
"18",542,956,2014,0,0,0,0.203774890012478,-0.277917617784184,0.236843934005758,-0.196100856448942,0.68224903063326,-0.248389284985799,1.08279182377349,-0.271619482210294,-0.417403031717768,-0.610568248267122,1.12641491829998,1.48654467187108,0.680731097139955,0.715330871190922,0.713714286745543,1.16354227975875,-0.0450114488718728,1.51536316729405,2.14006489478029,-0.385711013417232,1.69336124882143,8.22630605958392,5.99147079704939,7.2004254498614,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,20,3,0,-3,7.50659208196661,5.99147079704939,4.60527017099142,7.55903852727666,2.31243834127275,1.44363547517881,3.33347758688399,6,2.66666666666667,5.99147079704939,0,8.22630605958392,5.99147079704939,7.2004254498614
"19",542,956,2019,1,0,0,0.0352321323796983,-0.39816690978854,-0.000858455360356268,-0.196100856448942,NA,0.281292803503654,-0.362426693345947,-0.271619482210294,-0.417403031717768,1.36463410326984,1.32166497854092,1.96568820982354,0.879260213138797,NA,-0.999511619950297,0.41362163376364,-0.864219818339958,-0.184527618157578,1.72148649076088,-0.385711013417232,-0.525024192962945,8.8038747860795,2.99822295029797,5.01067973557803,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,NA,16,3,0,-1,8.16051832911015,7.37775929885264,0,8.05832740672515,NA,0,2.49177985264491,2,1,5.07521287544521,0,8.8038747860795,2.99822295029797,5.01067973557803
"20",582,956,2014,0,0,0,0.266556639151405,1.29270187797928,1.29918978154818,-0.196100856448942,-1.4592548710767,0.965946074381807,1.08279182377349,-0.271619482210294,-0.417403031717768,1.36463410326984,1.5064984088296,1.98664191056806,0.459663330008836,0.715330871190922,1.15851901691101,1.6430198353993,0.978999012963233,0.835406853113396,1.5068003608266,-0.385711013417232,2.80248220638176,8.93590354358744,3.68950386898891,8.66042738953858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,20,3,0,-1,8.77955747955237,7.43838387606489,6.90775627898064,7.00306628523172,2.31243834127275,1.81844645923207,3.87163475638773,11,2,4.60527017099142,0,8.93590354358744,3.68950386898891,8.66042738953858
"21",582,956,2019,1,0,0,0.196214925931961,-0.377239330815769,0.32408925321452,-0.196100856448942,0.68224903063326,0.766289993473417,0.360182565213773,-0.271619482210294,1.78175025479525,-0.610568248267122,-1.1149120854874,-0.584290159048228,0.218650115380541,-0.746009582301698,0.0464532989793187,-1.80645937722111,0.36459273586217,-0.184527618157578,2.3252938357348,-0.385711013417232,-0.525024192962945,6.39693243298235,6.01127318165491,7.52077670851435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,3,2,-3,0,0,0,6.39693243298235,0.881373587019543,0.881373587019543,0,8,1,6.39693243298235,0,6.39693243298235,6.01127318165491,7.52077670851435
"22",629,956,2014,0,0,0,0.243644963030756,-0.344277851712743,0.407457657589212,-0.196100856448942,0.68224903063326,1.78711958586164,1.08279182377349,-0.271619482210294,2.88132689805176,-0.610568248267122,0.814361334675583,1.24697837058312,0.567308235485308,1.60102761933685,-0.999511619950297,-0.18629279254134,0.569394828229191,0.325439617477909,2.00864396492039,1.67663614980041,1.35961262163155,7.64108447987003,5.95584408098684,7.3524415111572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20,3,3,-3,6.46147061775103,5.29834236561059,3.91242276564126,7.27378679876083,3.17978543769988,0,1.81844645923207,9,1.5,5.70379358558213,3.40230664548059,7.64108447987003,5.95584408098684,7.3524415111572
"23",629,956,2019,1,0,0,0.169894514181647,-0.438819048534876,0.32408925321452,-0.196100856448942,0.68224903063326,0.717297165467919,-0.723731322625807,-0.271619482210294,-0.417403031717768,2.35223527903831,0.880987533610592,1.72611583330266,0.655483470336461,0.210888064687927,-0.999511619950297,0.864843158430198,-0.249813541238894,0.325439617477909,-0.597046812332701,-0.385711013417232,-0.525024192962945,7.86326687193854,6.32793997248945,6.99393381690212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,15,3,0,0,6.68461329016427,6.68461329016427,0,7.49554225252609,1.81844645923207,0,2.99822295029797,5,1.5,0,0,7.86326687193854,6.32793997248945,6.99393381690212
"24",674,956,2014,0,0,0,0.402851860798636,-0.495644679193204,0.967314090489814,-0.196100856448942,0.68224903063326,1.23078711862653,0.360182565213773,-0.271619482210294,-0.417403031717768,2.35223527903831,-1.1149120854874,-0.584290159048228,-2.32492213967772,-1.64602956638948,0.0464532989793187,0.6672717517217,-0.454615633605915,1.34537408874888,-0.597046812332701,-0.385711013417232,-0.525024192962945,0,5.90809032230264,7.37775929885264,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,3,0,0,0,0,0,0,0,0.881373587019543,2.77647228072372,4,2.5,0,0,0,5.90809032230264,7.37775929885264
"25",674,956,2019,1,0,0,0.182161782510206,-0.873268370133987,0.874285741724538,-0.196100856448942,NA,-0.309682740849311,-2.89155909830497,-0.271619482210294,-0.417403031717768,2.35223527903831,-1.1149120854874,-0.584290159048228,0.02642999863332,-1.64602956638948,0.0464532989793187,0.41362163376364,-1.273824003074,0.835406853113396,-0.597046812332701,-0.385711013417232,-0.525024192962945,5.91351031016013,4.45448247706051,5.13583303733057,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,9,3,0,0,0,0,0,5.91351031016013,0,0.881373587019543,2.49177985264491,0,2,0,0,5.91351031016013,4.45448247706051,5.13583303733057
"26",4,258,2014,0,0,0,0.486343520261,0.605600086330769,-0.000858455360356268,-0.196100856448942,0.68224903063326,0.931302997263949,-0.723731322625807,-0.271619482210294,2.88132689805176,-0.610568248267122,0.950584802505753,-0.584290159048228,0.146155220454005,2.171292829043,-0.999511619950297,1.52416664760747,1.5934052900643,-1.20446208942855,-0.597046812332701,-0.385711013417232,-0.525024192962945,7.31986536838594,6.18621285764556,8.50512065115953,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,15,3,3,-3,6.91770659012991,0,0,6.21461209839819,3.73823603026154,0,3.73823603026154,14,0,0,0,7.31986536838594,6.18621285764556,8.50512065115953
"27",4,258,2019,1,0,0,-0.195773205662318,-0.735563303273367,-0.273096386154419,-0.196100856448942,0.68224903063326,1.09716883279191,-0.362426693345947,NA,-0.417403031717768,2.35223527903831,0.642570013276702,-0.584290159048228,0.437360865019527,0.210888064687927,-0.999511619950297,0.41362163376364,-0.454615633605915,0.835406853113396,-0.597046812332701,-0.385711013417232,-0.525024192962945,7.24422802580704,5.82895426801699,5.94017817785625,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,16,NA,0,0,5.88611174741023,0,0,6.94697691669035,1.81844645923207,0,2.49177985264491,4,2,0,0,7.24422802580704,5.82895426801699,5.94017817785625
"28",54,258,2014,0,0,0,1.4176710913316,1.22454970955287,1.66636784494138,-0.196100856448942,0.68224903063326,1.88079731238683,-0.00112206406608682,-0.271619482210294,2.88132689805176,0.377032927501357,1.46728395454212,1.72611583330266,1.36049703231825,0.210888064687927,0.0464532989793187,0.949376954378829,-1.06902191070698,1.85534132438437,-0.597046812332701,-0.385711013417232,1.88864939536799,9.69892039055864,6.5424740367571,8.05515783260072,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,3,3,-2,8.64822148460134,6.68461329016427,5.01067973557803,9.26860928900012,1.81844645923207,0.881373587019543,3.09310219505083,1,3,0,0,9.69892039055864,6.5424740367571,8.05515783260072
"29",54,258,2019,1,0,0,0.492175100591832,-0.397124136530399,1.14058066095445,-0.196100856448942,NA,-0.232197149654961,-1.44634058118553,-0.271619482210294,-0.417403031717768,1.36463410326984,1.36890767962694,1.98664191056806,0.769872640766443,0.492998856086502,-0.999511619950297,-1.80645937722111,-1.06902191070698,0.835406853113396,-0.597046812332701,-0.385711013417232,-0.525024192962945,8.77955747955237,6.4297220794858,5.19298771365894,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,13,3,0,-1,8.31874231218079,7.43838387606489,0,7.7832241899471,2.0947125472611,0,0,1,2,0,0,8.77955747955237,6.4297220794858,5.19298771365894
"30",106,258,2014,0,0,0,-1.39313461570816,-0.461954832596405,-0.975489796021483,-0.196100856448942,-1.4592548710767,-1.44653250902257,-1.44634058118553,-0.271619482210294,-0.417403031717768,-0.610568248267122,-1.1149120854874,-0.584290159048228,-2.32492213967772,0.715330871190922,0.0464532989793187,0.253835172910763,-0.659417725972936,-1.20446208942855,-0.597046812332701,-0.385711013417232,-0.525024192962945,0,7.0139162835151,7.43602816400653,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,13,3,0,-3,0,0,0,0,2.31243834127275,0.881373587019543,2.31243834127275,3,0,0,0,0,7.0139162835151,7.43602816400653
"31",106,258,2019,1,0,0,-0.246643458946702,-0.798880004877078,-0.332625154577511,-0.196100856448942,0.68224903063326,1.61065878595053,0.721487194493633,NA,-0.417403031717768,2.35223527903831,0.970592901690253,-0.584290159048228,0.142961463988712,1.18918194291766,-0.999511619950297,-1.80645937722111,-0.864219818339958,0.835406853113396,NA,-0.385711013417232,-0.525024192962945,7.36264567303038,4.02567041586982,4.73627538626766,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,19,NA,0,0,6.98471717745598,0,0,6.20657999147642,2.77647228072372,0,0,2,2,NA,0,7.36264567303038,4.02567041586982,4.73627538626766
"32",161,258,2014,0,0,0,0.385244830696359,-0.0876759901656554,0.48727901887394,-0.196100856448942,0.68224903063326,-1.78885914446164,-2.16894983974525,-0.271619482210294,-0.417403031717768,-0.610568248267122,1.32166497854092,1.8662566266806,1.06645924525632,0.492998856086502,0.713714286745543,0.549351585029787,-0.454615633605915,1.51536316729405,1.8234197823384,2.09629117178061,2.22252637049824,9.05485548278327,5.22577557753576,6.53958804388671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,11,3,0,-3,8.16051832911015,7.09007753021981,5.70379358558213,8.52912180133852,2.0947125472611,1.44363547517881,2.64412076105863,4,2.66666666666667,5.29834236561059,4.09462222433053,9.05485548278327,5.22577557753576,6.53958804388671
"33",161,258,2019,1,0,0,0.797938909425091,0.400626487994209,0.997325988213267,-0.196100856448942,0.68224903063326,-0.761879238144414,-0.00112206406608682,-0.271619482210294,-0.417403031717768,-0.610568248267122,0.991929168265289,-0.584290159048228,0.494261067431961,-1.64602956638948,0.0464532989793187,-1.80645937722111,-0.864219818339958,-1.20446208942855,2.55865588931319,-0.385711013417232,-0.525024192962945,7.76641707756572,6.11810204964298,8.29654658248928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,3,0,-3,7.05617602726248,0,0,7.09007753021981,0,0.881373587019543,0,2,0,6.90775627898064,0,7.76641707756572,6.11810204964298,8.29654658248928
"34",212,258,2014,0,0,0,-0.771987482478045,-0.0130304652269647,0.0978640071434852,-0.196100856448942,-1.4592548710767,0.965946074381807,1.08279182377349,-0.271619482210294,-0.417403031717768,1.36463410326984,1.28925693454332,1.38711466382339,0.831166593650524,0.210888064687927,-0.999511619950297,0.253835172910763,-0.454615633605915,0.835406853113396,-0.597046812332701,-0.385711013417232,1.69336124882143,8.68946444069847,5.73658270314404,7.40731807867074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,20,3,0,-1,8.05197818032628,5.70379358558213,4.60527017099142,7.93737482371429,1.81844645923207,0,2.31243834127275,4,2,0,0,8.68946444069847,5.73658270314404,7.40731807867074
"35",212,258,2019,1,0,0,0.64282561221868,1.17245006649619,-0.21539780444556,-0.196100856448942,0.68224903063326,-0.590715920424876,0.360182565213773,-0.271619482210294,-0.417403031717768,-0.610568248267122,1.15457429528766,-0.584290159048228,0.697377290234283,-0.746009582301698,0.0464532989793187,-1.80645937722111,-0.0450114488718728,0.325439617477909,-0.597046812332701,-0.385711013417232,-0.525024192962945,8.29404970260202,6.27288056651292,8.74512528481824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,3,0,-3,7.60090270954199,0,0,7.60090270954199,0.881373587019543,0.881373587019543,0,6,1.5,0,0,8.29404970260202,6.27288056651292,8.74512528481824
